,number,active_ingredients,inactive_ingredients,name,price,review number,5 stars,4 stars,3 stars,2 stars,1 star
10,159744748,[' Stannous Fluoride 0.454% (0.14% W/V Fluoride Ion) '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Carrageenan', 'Sodium Gluconate', 'Flavor', 'gum xanthan', 'Zinc Citrate', 'Stannous Chloride', 'Sodium Hydroxide', 'Sodium Saccharin', 'Sucralose', 'Mica', 'Titanium Dioxide', 'Blue 1']","Crest Pro-Health Whitening Gel Toothpaste, 4.6 oz, Pack of 2",$4.99 ,1,88,35,11,12,16
11,47826722,['CALCIUM CARBONATE;CARRAGEENAN;GLYCERIN;HYDRATED SILICA;NATURAL FLAVOR;SODIUM BICARBONATE;SODIUM LAURYL SULFATE;WATER;XYLITOL;ZINC CITRATE'],[],"Tom's of Maine Natural Toothpaste Peppermint Antiplaque & Whitening, 2 ct",$7.96 ,471,22,2,1,0,1
12,35764260,[' Sodium Monofluorophosphate (0.76% (0.13% w/v Fluoride Ion)). Purpose: Anticavity. '],"[' Propylene Glycol', 'Calcium Pyrophosphate', 'Glycerin', 'PEG/PPG-116/66 Copolymer', 'PEG-12', 'PVP', 'Silica', 'Flavor', 'Sodium Lauryl Sulfate', 'Tetrasodium Pyrophosphate', 'Hydrogen Peroxide', 'disodium pytophosphate', 'Sodium Saccharin', 'Sucralose', 'BHT.']","Colgate Optic White Whitening Toothpaste, Sparkling White - 5 ounce (2 pack)",$5.00 ,102,77,13,5,2,4
13,38587646,"[' Stannous fluoride 0.454% (0.15% w/v fluoride ion) - Anticavity', 'Antigingivitis', 'Antihypersensitivity.; ']","[' Glycerin', 'PEG-8', 'hydrated silica', 'pentasodium triphosphate', 'sodium lauryl sulfate', 'flavor', 'titanium dioxide', 'polyacrylic acid', 'cocamidopropyl betaine', 'sodium saccharin.']","Sensodyne Sensitivity Toothpaste for Sensitive Teeth, Complete Protection, Extra Fresh, 3.4 ounce",$5.72 ,262,45,9,0,1,3
14,42417998,"['Active:Stannous fluoride 0.454% (0.15% w/v fluoride ion) - Anticavity', 'Antihypersensitivity; Inactive: glycerin', 'PEG-8', 'hydrated silica', 'pentasodium triphosphate', 'flavor', 'sodium lauryl sulfate', 'titanium dioxide', 'polyacrylic acid', 'cocamidopropyl betaine', 'sodium saccharin']",[],"Sensodyne Repair and Protect Whitening Toothpaste for Sensitive Teeth, 3.4 Ounce Tube",$5.72 - $10.98,262,77,7,4,2,6
15,49081565,[' Sodium Fluoride (0.24%) (0.15% w/v Fluoride Ion). Purpose: Anticavity. '],"[' Sorbitol', 'Water', 'Hydrated Silica', 'PEG-12', 'Sodium Lauryl Sulfate', 'Flavor', 'Cellulose Gum', 'Tetrasodium Pyrophosphate', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'Methylcellulose', 'Titanium Dioxide', 'FD&C Blue 1.']","Colgate Max Fresh Toothpaste with Mini Breath Strips, Cool Mint - 6.0 Ounce (3 Pack)",$5.92 ,36,43,7,2,1,0
16,17248395,"[' Potassium nitrate 5% - Antihypersensitivity', 'Sodium fluoride 0.15% w/v fluoride ion - Anticavity; ']","[' Water', 'sorbitol', 'hydrated silica', 'glycerin', 'PEG-8', 'cocamidopropyl betaine', 'flavor', 'titanium dioxide', 'gum xanthan,sodium saccharin', 'sodium hydroxide.']","Sensodyne Pronamel Gentle Whitening Fluoride Toothpaste to Strengthen and Protect Enamel, 4 Ounce Twinpack (2 tubes of 4oz)",$10.24 ,36,171,42,6,3,3
17,107637420,[' Stannous Fluoride 0.454% (0.14% W/V Fluoride Ion) '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Carrageenan', 'Sodium Gluconate', 'Flavor', 'gum xanthan', 'Zinc Citrate', 'Stannous Chloride', 'Sodium Hydroxide', 'Sodium Saccharin', 'Sucralose', 'Titanium Dioxide', 'Blue 1']","Crest Pro-Health Sensitive & Enamel Shield Toothpaste, 4.6 oz, Pack of 2",$4.97 ,206,65,20,9,6,11
18,414334175,"[' Potassium Nitrate (5%)', 'Sodium Fluoride (0.24% (0.14% w/v Fluoride Ion)). Purpose: Antisensitivity', 'Anticavity. ']","[' Water', 'Hydrated Silica', 'Glycerin', 'Sorbitol', 'PEG-12', 'Tetrapotassium Pyrophosphate', 'PVM/MA Copolymer', 'Flavor', 'Sodium Lauryl Sulfate', 'Poloxamer 407', 'Sodium Hydroxide', 'Sodium Saccharin', 'Cellulose Gum', 'gum xanthan', 'Titanium Dioxide']","Colgate Sensitive Toothpaste, Complete Protection - Mint Clean Paste Formula (6 ounce, Pack of 3)",$13.25 ,67,32,9,2,1,2
19,11027565,[' Sodium Fluoride (0.243%) (0.15% w/v Fluoride Ion). Purpose: Anticavity Toothpaste. '],"[' Sorbitol', 'Water', 'Hydrated Silica', 'disodium pytophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Saccharin', 'Sodium Hydroxide', 'Carbomer', 'gum xanthan', 'Copernicia Cerifera (Carnauba) Wax', 'Cellulose Gum', 'Titanium Dioxide', 'Red 40.']","Crest Plus Complete Whitening Fluoride Toothpaste, Cinnamon Rush, 6.0 oz",$2.58 ,262,142,13,5,0,3
20,10453056,"['Active Ingredient - Purpose.Sodium Monofluorophosphate (0.15% w/v Fluoride Ion) - Anticavity.Inactive Ingredients: Sorbitol', 'Water', 'Calcium Carbonate', 'Hydrated Silica', 'Glycerin', 'PEG-8', 'Flavor', 'Sodium Lauryl Sulfate', 'Cellulose Gum', 'Titanium Dioxide', 'Sodium Bicarbonate', 'Sodium Saccharin', 'Sodium Benzoate', 'Calcium Carrageenan', 'Blue 1 Lake', 'Red 30 Lake.']",[],"Aquafresh Fluoride Toothpaste Kids Cavity Protection Bubble Mint, 4.6 OZ",$1.97 ,38,31,4,3,2,1
21,22210494,"['Sodium bicarbonate', 'PEG-8', 'tetrasodium pyrophosphate', 'PEG/PPG-116/66 copolymer', 'sodium carbonate peroxide', 'silica', 'sodium saccharin', 'flavor', 'water', 'sodium lauroyl sarcosinate', 'sodium lauryl sulfate', 'sodium fluoride']",[],"Arm & Hammer Advance White Extreme Whitening with Stain Defense, Fresh Mint, 6 oz Twin Pack (Packaging May Vary)",$2.99 - $5.44,36,264,63,12,3,6
22,569749765,"[' Stannous fluoride 0.454% (0.15% w/v fluoride ion) - Anticavity', 'Antigingivitis', 'Antihypersensitivity; ']","[' Glycerin', 'PEG-8', 'hydrated silica', 'pentasodium triphosphate', 'flavor', 'sodium lauryl sulfate', 'titanium dioxide', 'polyacrylic acid', 'sodium saccharin', 'cocamidopropyl betaine.']","Sensodyne Complete Protection Sensitivity Toothpaste for Sensitive Teeth, Extra Fresh, 3.4 ounces Twinpack",$10.24 ,206,36,8,0,0,2
23,532794165,[' Sodium fluoride (0.15% w/v fluoride Ion) (0.243 %). Purpose: Anticavity toothpaste. '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'disodium pytophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Cellulose Gum', 'Sodium Hydroxide', 'Sodium Saccharin', 'Carbomer', 'Charcoal Powder', 'Sucralose', 'Polysorbate 80', 'Mica', 'Titanium Dioxide.']","Crest 3D White Whitening Therapy Charcoal Deep Clean Fluoride Toothpaste, Invigorating Mint, 4.1 ounce",$6.97 - $11.97,262,73,8,3,2,2
24,106328128,"[' Sodium Fluoride (0.24% (0.15% w/v Fluoride Ion))', 'Purpose: Anticavity', '']","[' Sorbitol', 'Water', 'Hydrated Silica', 'PEG-12', 'Sodium Lauryl Sulfate', 'Flavor', 'Cellulose Gum', 'Tetrasodium Pyrophosphate', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'Methylcellulose', 'Titanium Dioxide', 'FD&C Blue No', '1', 'FD&C Yellow No', '5']","Colgate Max Fresh Toothpaste with Mini Breath Strips, Clean Mint - 6 Ounce (3 Pack)",$5.92 ,36,11,4,1,0,1
25,23814511,"['Active:Stannous fluoride 0.454% (0.15% w/v fluoride ion) - Anticavity', 'Antihypersensitivity; Inactive: glycerin', 'PEG-8', 'hydrated silica', 'pentasodium triphosphate', 'flavor', 'sodium lauryl sulfate', 'titanium dioxide', 'polyacrylic acid', 'sodium saccharin', 'cocamidopropyl betaine']",[],"Sensodyne Repair & Protect Extra Fresh Fluoride Toothpaste for Sensitive Teeth, 3.4 ounces",$5.72 ,36,44,6,2,0,1
26,38773089,"[' Potassium nitrate 5% - Antihypersensitivity', 'Sodium fluoride 0.15% w/v fluoride ion - Anticavity; ']","[' Water', 'sorbitol', 'hydrated silica', 'glycerin', 'PEG-8', 'cocamidopropyl betaine', 'flavor', 'gum xanthan', 'sodium saccharin', 'titanium dioxide', 'sodium hydroxide.']","Sensodyne Pronamel Fresh Wave Fluoride Toothpaste to Strengthen and Protect Enamel, 8 ounces Twinpack (4 oz)",$5.72 - $10.24,36,163,45,14,5,5
27,398181015,"[' Potassium nitrate 5%', 'Antihypersensitivity', 'Sodium fluoride 0.25% (0.15% w/v fluoride ion)', 'Anticavity; ']","[' Water', 'sorbitol', 'hydrated silica', 'glycerin', 'PEG-8', 'sodium lactate', 'flavor', 'cocamidopropyl betaine', 'titanium dioxide', 'gum xanthan', 'sodium saccharin', 'PVM/MA copolymer', 'sodium hydroxide.']","Sensodyne Pronamel Intensive Enamel Repair Extra Fresh Toothpaste for Enamel Strengthening, 3.4 ounces",$5.72 ,36,35,3,2,1,0
28,10311616,"['Sodium Fluoride', 'Sorbitol', 'Water', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Trisodium Phosphate', 'Flavor', 'Sodium Phosphate', 'Cellulose Gum', 'Carbomer 956', 'Sodium Saccharin', 'Titanium Dioxide', 'Blue 1.']",[],"Crest Cavity Protection Regular Toothpaste, .85 oz",$0.97 ,262,187,45,8,2,8
29,168822623,[' Sodium Fluoride (0.243%) (0.16% w/v Fluoride Ion). Purpose: Anticavity Toothpaste. '],"[' Glycerin', 'Hydrated Silica', 'Sodium Hexametaphosphate', 'Water', 'PEG-6', 'Flavor', 'Trisodium Phosphate', 'Sodium Lauryl Sulfate', 'Carrageenan', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'Sucralose', 'gum xanthan', 'Titanium Dioxide', 'Mica.']","Crest 3D White Luxe Glamorous White Whitening Toothpaste, Vibrant Mint, 4.8 oz",$7.32 ,50,214,65,25,7,11
30,38772378,"['Active Ingredient ... Purpose.Sodium Fluoride 0.25% (0.15% w/v Fluoride Ion) ... Anticavity.Inactive Ingredients: Water', 'Hydrated Silica', 'Glycerin', 'Sodium Lauryl Sulfate', 'gum xanthan', 'Flavor', 'Titanium Dioxide', 'PEG-8', 'Sodium Saccharin', 'Carrageenan', 'Red 30', 'Blue 1.']",[],"Aquafresh Cavity Protection Fluoride Toothpaste, Cool Mint, 5.6 ounce Twinpack (two 5.6oz tubes)",$2.98 ,262,31,7,0,1,1
31,661431001,"[' Stannous Fluoride (0.454%) (0.15% w/v Fluoride Ion). Purposes: Anticavity', 'Antigingivitis', 'Antisensitivity. ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Glycerin', 'PEG-12', 'Tetrasodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Microcrystalline Cellulose', 'Sodium Citrate', 'Zinc Phosphate', 'Flavor', 'Cellulose Gum', 'Sodium Saccharin', 'Cocamidopropyl Betaine', 'gum xanthan', 'Citric Acid', 'Sucralose', 'Mica', 'Titanium Dioxide', 'Blue 1', 'Yellow 10.']","Colgate Total Toothpaste, Fresh Mint Stripe Gel, 4.8 oz. 2-pack",$4.96 ,36,108,33,5,7,56
32,233708144,[''],[],"Crest 3D White, Whitening Toothpaste Radiant Mint, 4.1 oz, Pack of 2",$6.92 ,36,185,34,15,6,12
33,799122530,"['Inactive ingredients: sorbitol (humectant)', 'purified water (hooray)', 'hydrated silica(polishes and cleans teeth),vegetable glycerin (soothes and moisturizes)', 'calcium carbonate (polishes and cleans teeth)', 'xylitol (sweetener)', 'erythritol (sweetener)', 'gum xanthan (thickener)', 'flavor (freshens breath)', 'titanium dioxide (mineral) ', 'coconut oil (soothes and moisturizes)', 'zinc citrate (controls visible tartar) cocomidopropyl betaine (cleanser)', 'sodium cocoyl glutamate (cleanser)', 'potassium sorbate (maintains stability)', 'stevia rebaudiana leaf extract (sweetener) and tea tree oil (cleans and freshens breath)']",[],"Hello Fluoride Free Antiplaque and Whitening Toothpaste, Vegan & SLS Free, Natural Peppermint with Tea Tree Oil & Coconut Oil, 4.7oz",$3.97 ,206,144,42,12,4,14
34,563290858,"[' Stannous Fluoride (0.454%) (0.15% w/v Fluoride Ion). Purposes: Anticavity', 'Antigingivitis', 'Antisensitivity. ']","[' Glycerin', 'Hydrated Silica', 'Water', 'Propylene Glycol', 'PEG-12', 'Pentasodium Triphosphate', 'Sodium Citrate', 'Sodium Lauryl Sulfate', 'Flavor', 'PVP', 'Microcrystalline Cellulose', 'Trisodium Phosphate', 'Zinc Oxide', 'Citric Acid', 'Zinc Citrate', 'Phosphoric Acid', 'Sodium Saccharin', 'Cocamidopropyl Betaine', 'Carrageenan', 'gum xanthan', 'PVM/MA Copolymer', 'Sucralose', 'Titanium Dioxide.']","Colgate Total Whitening Toothpaste, Advanced Whitening, 5.1 oz. 2-pack- Paste",$6.96 ,36,172,82,31,16,209
35,510336166,"[' Stannous Fluoride (0.454%) (0.14% w/v Fluoride Ion). Purposes: Anticavity', 'Antigingivitis', 'Antisensitivity Toothpaste. ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Carrageenan', 'Sodium Gluconate', 'Flavor', 'gum xanthan', 'Zinc Citrate', 'Stannous Chloride', 'Sodium Saccharin', 'Sodium Hydroxide', 'Sucralose', 'Titanium Dioxide.']","Crest Gum Detoxify Deep Clean Toothpaste, 4.1 oz",$6.97 ,262,510,123,29,9,11
36,38587645,"[' Stannous fluoride 0.454% (0.15% w/v fluoride ion) - Anticavity', 'Antigingivitis', 'Antihypersensitivity; ']","[' glycerin', 'PEG-8', 'hydrated silica', 'pentasodium triphosphate', 'flavor', 'sodium lauryl sulfate', 'titanium dioxide', 'polyacrylic acid', 'sodium saccharin', 'cocamidopropyl betaine']","Sensodyne Complete Protection Fluoride Toothpaste for Sensitive Teeth, 3.4 ounces",$5.72 ,36,41,10,1,0,1
37,987715570,[' Sodium Fluoride 0.243% (0.15% W/V Fluoride Ion) '],"[' Sorbitol', 'Water', 'Hydrated Silica', 'disodium pytophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Hydroxide', 'Alcohol (0.7%)', 'gum xanthan', 'Sodium Saccharin', 'Glycerin', 'Carbomer', 'Cellulose Gum', 'Polysorbate 80', 'Sodium Benzoate', 'Cetylpyridinium Chloride', 'Benzoic Acid', 'Titanium Dioxide', 'Blue 1', 'Yellow 5']","Crest + Scope Complete Whitening Toothpaste, Minty Fresh, 5.4 oz",$2.58 ,262,119,29,6,5,14
38,908197301,[''],[],"Crest Pro-Health Smooth Formula Toothpaste, Clean Mint Paste, 4.6 oz, Pack of 3",$6.97 ,36,15,4,0,0,0
39,170279342,[' Stannous Fluoride 0.454% (0.14% W/V Fluoride Ion) '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Carrageenan', 'Sodium Gluconate', 'Flavor', 'gum xanthan', 'Zinc Citrate', 'Stannous Chloride', 'Sodium Hydroxide', 'Sodium Saccharin', 'Sucralose', 'Titanium Dioxide', 'Blue 1']","Crest Pro-Health Smooth Formula Toothpaste, Clean Mint Paste, 4.6 oz, Pack of 2",$4.99 ,36,14,3,1,0,0
40,670751520,[' Sodium Fluoride 0.243% (0.15% W/V Fluoride Ion). '],"[' Sorbitol', 'Water', 'Hydrated Silica', 'disodium pytophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Hydroxide', 'Alcohol (0.7%)', 'gum xanthan', 'Sodium Saccharin', 'Glycerin', 'Carbomer', 'Cellulose Gum', 'Polysorbate 80', 'Sodium Benzoate', 'Cetylpyridinium Chloride', 'Benzoic Acid', 'Titanium Dioxide', 'Blue 1', 'Yellow 5']","(2 pack) Crest Complete Whitening plus Scope Multi-Benefit Fluoride Liquid Gel Toothpaste, Minty Fresh, 4.6 Ounce",$4.94 - $7.41,36,145,32,7,5,14
41,653888327,['Sodium Fluride'],[],"Rembrandt Intense Stain Whitening Toothpaste, Mint Flavor, 3.52-Ounce (2 Pack)",$11.89 ,36,28,4,1,0,1
42,26812577,[' Sodium fluoride 0.25% (0.15% w/v fluoride ion) - Anticavity; '],"[' water', 'sorbitol', 'hydrated silica', 'glycerin', 'PEG-8', 'cocamidopropyl betaine', 'gum xanthan', 'flavor', 'sodium saccharin', 'sucralose', 'titanium dioxide', 'sodium hydroxide.']","Biotene Fresh Mint Original Fluoride Toothpaste, 4.3 ounce",$6.33 ,262,49,10,7,3,5
43,589798006,"[' Stannous Fluoride (0.454%) (0.15% w/v Fluoride Ion). Purposes: Anticavity', 'Antigingivitis', 'Antisensitivity. ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Glycerin', 'PEG-12', 'Tetrasodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Microcrystalline Cellulose', 'Sodium Citrate', 'Zinc Phosphate', 'Cellulose Gum', 'Sodium Saccharin', 'Cocamidopropyl Betaine', 'Propylene Glycol', 'gum xanthan', 'Citric Acid', 'Sucralose', 'Titanium Dioxide.']","Colgate Total Toothpaste, Deep Clean, 5.1 oz. 2-pack - Paste",$6.96 ,36,193,73,20,8,40
44,207215864,[''],[],"(Pack of 3) Crest Kid's Cavity Protection Toothpaste (children and toddlers 2+), Sparkle Fun Flavor, 4.6 ounces",$4.92 ,109,20,3,0,0,2
45,289197571,"[' Stannous fluoride 0.454% (0.15% w/v fluoride ion) - Anticavity', 'Antihypersensitivity; ']","[' Glycerin', 'PEG-8', 'hydrated silica', 'pentasodium triphosphate', 'sodium lauryl sulfate', 'flavor', 'titanium dioxide', 'polyacrylic acid', 'cocamidopropyl betaine', 'sodium saccharin.']","Sensodyne Repair & Protect Whitening Sensitivity Toothpaste for Sensitive Teeth, 3.4 ounces Twinpack",$10.24 ,36,29,3,1,1,4
46,337777889,[' Sodium Monofluorophosphate (0.76%) (0.13% w/v Fluoride Ion). Purpose: Anticavity. '],"[' Propylene Glycol', 'Calcium Pyrophosphate', 'Glycerin', 'PEG/PPG-116/66 Copolymer', 'PEG-12', 'PVP', 'Silica', 'Flavor', 'Sodium Lauryl Sulfate', 'Tetrasodium Pyrophosphate', 'Hydrogen Peroxide', 'disodium pytophosphate', 'Sodium Saccharin', 'Sucralose', 'BHT.']","Colgate Optic White Whitening Toothpaste, Sparkling White - 5 ounce (3 pack)",$10.96 ,31,16,3,2,0,0
47,10311747,[' ... Purpose.Sodium Fluoride 0.24% (0.14% W/V Fluoride Ion) ... Anticavity.'],"['Sorbitol', 'Water', 'Hydrated Silica', 'PEG-12', 'Sodium Lauryl Sulfate', 'Flavor', 'Tetrasodium Pyrophosphate', 'gum xanthan', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'Methylcellulose', 'FD&C Blue No. 1.']",Colgate Max Fresh Liquid Gel 2-in-1 Toothpaste and Mouthwash - 4.6 Ounce,$2.82 - $8.46,53,26,4,0,0,0
48,10316811,[' Potassium nitrate 5%** - Antihypersensitivity Sodium fluoride 0.15% w/v fluoride ion - Anticavity; '],"[' water', 'sorbitol', 'hydrated silica', 'glycerin', 'cocamidopropyl betaine', 'flavor', 'gum xanthan', 'titanium dioxide', 'sodium saccharin', 'sodium hydroxide', 'sucralose', 'yellow 10', 'blue 1']","Sensodyne Fresh Mint Sensitivity Toothpaste for Sensitive Teeth and Fresh Breath, 4 Ounce",$5.92 ,36,67,16,2,0,1
49,971287851,[' Sodium Fluoride 0.243% (0.15% w/v Fluoride Ion) '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'disodium pytophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Hydroxide', 'Cellulose Gum', 'Sodium Saccharin', 'Carbomer', 'Polysorbate 80', 'Mica', 'Titanium Dioxide', 'Blue 1']","Crest 3D White, Whitening Toothpaste Radiant Mint, 3.0 oz",$2.97 ,262,3,0,0,0,1
50,28442763,"[' Potassium nitrate 5%** - Antihypersensitivity', 'Sodium fluoride 0.15% w/v fluoride ion - Anticavity; ']","[' Water', 'sorbitol', 'hydrated silica', 'glycerin', 'cocamidopropyl betaine', 'flavor', 'gum xanthan', 'titanium dioxide', 'sodium saccharin', 'sodium hydroxide', 'sucralose', 'yellow 10', 'blue 1.']","Sensodyne Sensitivity Toothpaste for Sensitive Teeth, Fresh Mint, 4 ounce (Pack of 2)",$10.24 ,36,44,8,3,3,0
51,599561143,"[' Stannous Fluoride (0.454%) (0.15% w/v Fluoride Ion). Purposes: Anticavity', 'Antigingivitis', 'Antisensitivity. ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Glycerin', 'PEG-12', 'Tetrasodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Microcrystalline Cellulose', 'Sodium Citrate', 'Zinc Phosphate', 'Flavor', 'Cellulose Gum', 'Sodium Saccharin', 'Cocamidopropyl Betaine', 'gum xanthan', 'Citric Acid', 'Sucralose', 'Titanium Dioxide.']","Colgate Total Toothpaste, Clean Mint, 4.8 oz. 2-pack - Paste",$4.96 ,36,217,69,18,9,177
52,361263130,"[' Stannous Fluoride (0.454%) (0.16% w/v Fluoride Ion)/ Purposes: anticavity', 'antigingivitis', 'antisensitivity toothpaste. ']","[' Glycerin', 'Hydrated Silica', 'Sodium Hexametaphosphate', 'Propylene Glycol', 'PEG-6', 'Water', 'Zinc Lactate', 'Flavor', 'Trisodium Phosphate', 'Sodium Gluconate', 'Sodium Lauryl Sulfate', 'Carrageenan', 'Sodium Saccharin', 'Stannous Chloride', 'gum xanthan', 'Titanium Dioxide', 'MICA', 'Blue 1.']","Crest Pro-Health Advanced Gum Protection Toothpaste, 5.1 oz, Pack of 2",$3.92 - $6.97,206,94,26,15,5,11
53,958200779,[' Sodium Fluoride 0.243% (0.15% w/v Fluoride Ion) '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'disodium pytophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Cellulose Gum', 'Sodium Hydroxide', 'Sodium Saccharin', 'Carbomer', 'Charcoal Powder', 'Sucralose', 'Polysorbate 80', 'Mica', 'Titanium Dioxide']","Crest 3D White, Charcoal Whitening Toothpaste, 4.1 oz",$3.97 ,471,44,9,2,0,2
54,632875553,[' sodium monofluorophosphate 0.76% (0.15% w/v fluoride ion) '],"[' sorbitol', 'purified water', 'hydrated silica', 'glycerin', 'xylitol', 'charcoal powder', 'flavor', 'gum xanthan', 'titanium dioxide', 'coconut oil', 'cocamidopropyl betaine', 'sodium cocoyl glutamate', 'and stevia rebaudiana extract']","Hello Activated Charcoal Fluoride Whitening Toothpaste, With Fresh Mint and Coconut Oil, Vegan & SLS Free, 4oz",$4.82 ,262,90,9,3,2,4
55,828180888,[''],[],Colgate Optic White Platinum Express White Whitening Toothpaste - 3 ounce (3 pack),$34.28 ,1,235,104,38,16,15
56,313948787,[' Sodium Fluoride (0.243%) (0.15% w/v Fluoride Ion). Purpose: Anticavity Toothpaste. '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'disodium pytophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Hydroxide', 'Cellulose Gum', 'Sodium Saccharin', 'Carbomer', 'Polysorbate 80', 'Mica', 'Titanium Dioxide', 'Blue 1.']","Crest 3D White, Whitening Toothpaste Radiant Mint, 4.1 oz, Pack of 3",$9.97 ,36,185,34,15,6,12
57,16940390,[' Sodium Fluoride (0.25%) (0.15% w/v Fluoride Ion). Purpose: Anticavity. '],"[' Water', 'Hydrated Silica', 'Sorbitol', 'Glycerin', 'PEG-8', 'Flavor', 'Sodium Lauryl Sulfate', 'gum xanthan', 'Titanium Dioxide', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'Iron Oxide', 'Red 30.']","Aquafresh Extreme Clean Mint Blast Fluoride Toothpaste Twin Pack, 5.6 oz, 2 pack",$4.87 - $8.99,36,78,8,0,0,1
58,888936473,[' Sodium fluoride 0.25% (0.15% w/v fluoride ion) - Anticavity; '],"[' water', 'hydrated silica', 'sorbitol', 'glycerin', 'sodium lauryl sulfate', 'flavor', 'gum xanthan', 'titanium dioxide', 'PEG-8', 'sodium saccharin', 'carrageenan', 'red 30', 'blue 1']","Aquafresh Extra Fresh Plus Whitening Fluoride Toothpaste for Cavity Protection, 5.6 ounce (3 pack)",$2.50 ,36,19,6,0,0,1
59,10294069,"['Active Ingredient Sodium monofluorophosphate 0.76% (0.13% w/v fluoride ion) Purpose Anticavity Inactive Ingredients Water', 'sorbitol', 'hydrated silica', 'glycerin', 'PEG-32', 'sodium lauryl sulfate', 'cellulose gum', 'sodium saccharin', 'eucalyptol', 'methyl salicylate', 'thymol', 'phosphoric acid', 'menthol', 'sodium phosphate', 'gum xanthan', 'benzoic acid', 'flavor', 'mentha viridis (spearmint) leaf oil', 'disodium phosphate', 'blue 1', 'yellow 10']",[],"Listerine Essential Care Original Gel Fluoride Toothpaste, 4.2 oz",$7.57 ,262,180,31,3,2,4
60,696892178,"[' Stannous fluoride 0.454% (0.15% w/v fluoride ion) - Anticavity', 'Antihypersensitivity; ']","[' Glycerin', 'PEG-8', 'hydrated silica', 'pentasodium triphosphate', 'sodium lauryl sulfate', 'flavor', 'titanium dioxide', 'polyacrylic acid', 'cocamidopropyl betaine', 'sodium saccharin.']","Sensodyne Rapid Relief Toothpaste for Sensitive Teeth, Mint, 3.4 Ounce",$5.72 - $10.98,262,48,11,1,1,2
61,124810189,"[' Potassium nitrate 5%** - Antihypersensitivity', 'Sodium fluoride 0.25% (0.16% w/v fluoride ion) - Anticavity; ']","[' Water', 'hydrated silica', 'sorbitol', 'glycerin', 'pentasodium triphosphate', 'PEG-8', 'sodium lauryl sulfate', 'flavor', 'gum xanthan', 'sodium hydroxide', 'cocamidopropyl betaine', 'sodium saccharin', 'blue 1.']","Sensodyne Sensitivity Toothpaste for Sensitive Teeth, Deep Clean, 4 ounce",$5.72 ,36,530,391,184,30,9
62,47826717,['ARGININE BICARBONATE;BENZYL ALCOHOL;CALCIUM CARBONATE;HYDRATED SILICA;NATURAL FLAVOR;SODIUM BICARBONATE;SODIUM LAURYL SULFATE;SORBITOL;TITANIUM DIOXIDE;WATER;gum xanthan;XYLITOL'],[],"Tom's of Maine Rapid Relief Sensitive Fluoride-Free Toothpaste, Fresh Mint, 4.0 oz",$4.83 ,36,48,15,5,8,11
63,314214598,"[' Potassium nitrate 5%', 'Antihypersensitivity', 'Sodium fluoride 0.25% (0.15% w/v fluoride ion)', 'Anticavity; ']","[' Water', 'sorbitol', 'hydrated silica', 'glycerin', 'PEG-8', 'sodium lactate', 'flavor', 'cocamidopropyl betaine', 'titanium dioxide', 'gum xanthan', 'sodium saccharin', 'PVM/MA copolymer', 'sodium hydroxide.']","Sensodyne Pronamel Intensive Enamel Repair Clean Mint Toothpaste for Enamel Strengthening, 3.4 ounces",$5.72 ,36,14,5,3,0,0
64,532178213,"[' Stannous fluoride 0.454% (0.15% w/v fluoride ion) - Anticavity', 'Antihypersensitivity; ']","[' glycerin', 'PEG-8', 'hydrated silica', 'pentasodium triphosphate', 'flavor', 'sodium lauryl sulfate', 'titanium dioxide', 'polyacrylic acid', 'sodium saccharin', 'cocamidopropyl betaine']","Sensodyne Rapid Relief Toothpaste for Sensitive Teeth, Extra Fresh, 3.4 Ounce",$5.92 - $10.98,36,30,7,3,1,2
