,number,active_from_ingredients,inactive_from_ingredients,active_raw,inactive_raw,name,price
88,575569338,[' Sodium Fluoride 0.243% (0.16% w/v Fluoride Ion) '],"[' Glycerin', 'Hydrated Silica', 'Water', 'Propylene Glycol', 'Sodium Bicarbonate', 'Tetrasodium Pyrophosphate', 'Sorbitol', 'PEG-12', 'Flavor', 'Sodium Hydroxide', 'Sodium Lauryl Sulfate', 'Sodium Saccharin', 'Poloxamer 407', 'Xanthan Gum', 'Cellulose Gum', 'Calcium Peroxide', 'Titanium Dioxide', 'Blue 1']",Sodium Fluoride,"Glycerin, Hydrated Silica, Water, Propylene Glycol, Sodium Bicarbonate, Tetrasodium Pyrophosphate, Sorbitol, PEG-12, Flavor, Sodium Hydroxide, Sodium Lauryl Sulfate, Sodium Saccharin, Poloxamer 407, Xanthan Gum, Cellulose Gum, Calcium Peroxide, Titanium Dioxide, Blue 1","Crest Cavity Protection Toothpaste, Whitening Baking Soda, 2.4 oz",$1.96 
89,566628557,[' Stannous Fluoride 0.454% (0.14% W/V Fluoride Ion) '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Carrageenan', 'Sodium Gluconate', 'Flavor', 'Xanthan Gum', 'Zinc Citrate', 'Stannous Chloride', 'Sodium Hydroxide', 'Sodium Saccharin', 'Sucralose', 'Titanium Dioxide', 'Blue 1']",N/A,"Water, Sorbitol, Hydrated Silica, Sodium Lauryl Sulfate, Carrageenan, Sodium Gluconate, Flavor, Xanthan Gum, Zinc Citrate, Stannous Chloride, Sodium Hydroxide, Sodium Saccharin, Sucralose, Titanium Dioxide, Blue 1","Crest Pro Health Smooth Formula Toothpaste, Clean Mint Paste, 4.6 oz",$2.97 
90,555042086,[' Sodium Fluoride 0.243% (0.15% W/V Fluoride Ion). '],"[' Sorbitol', 'Water', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Trisodium Phosphate', 'Cellulose Gum', 'Flavor', 'Sodium Phosphate', 'Sodium Saccharin', 'Carbomer', 'Red 28.']",N/A,"Sorbitol, Water, Hydrated Silica, Sodium Lauryl Sulfate, Trisodium Phosphate, Cellulose Gum, Flavor, Sodium Phosphate, Sodium Saccharin, Carbomer, Red 28","Crest Kids Disney Princess Toothpaste, Cavity Protection, 4.2 oz",$2.50 
91,587777703,[' Sodium Fluoride 0.243% (0.15% W/V Fluoride Ion) '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'Disodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Sodium Hydroxide', 'Flavor', 'Cellulose Gum', 'Sodium Saccharin', 'Melaleuca Alternifolia (Tea Tree) Leaf Oil', 'Carbomer', 'Charcoal Powder', 'Sucralose', 'Polysorbate 80', 'Mica', 'Titanium Dioxide']",Active Ingredient: Sodium Fluoride 0.243% (0.15% w/v Fluoride Ion),"Inactive ingredients: Water, Sorbitol, Hydrated Silica, Disodium Pyrophosphate, Sodium Lauryl Sulfate, Sodium Hydroxide, Flavor, Cellulose Gum, Sodium Saccharin, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Carbomer, Charcoal Powder, Sucralose, Polysorbate 80, Mica, Titanium Dioxide&nbsp","Crest 3D Whitening Therapy Charcoal Toothpaste, Tea Tree Oil, 4.1 oz",$6.97 
92,578555769,"['Active Ingredient Sodium Fluoride 0.243% (0.16% W/V Fluoride Ion) Inactive Ingredients Glycerin', 'Hydrated Silica', 'Sodium Hexametaphosphate', 'Water', 'PEG-6', 'Flavor', 'Trisodium Phosphate', 'Sodium Lauryl Sulfate', 'Carrageenan', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'Xanthan Gum', 'Sucralose', 'Mica', 'Titanium Dioxide.']",[],Active Ingredient Sodium Fluoride 0.243% (0.16% W/V Fluoride Ion),"Inactive Ingredients Glycerin, Hydrated Silica, Sodium Hexametaphosphate, Water, PEG-6, Flavor, Trisodium Phosphate, Sodium Lauryl Sulfate, Carrageenan, Cocamidopropyl Betaine, Sodium Saccharin, Xanthan Gum, Sucralose, Mica, Titanium Dioxide&nbsp","Crest 3D White Whitening Therapy Fluoride Toothpaste, Enamel, 4.1 oz",$6.99 
93,586388467,"[' Stannous fluoride 0.454% (0.15% w/v fluoride ion) - Anticavity', 'Antigingivitis, ']","[' glycerin', 'PEG-8', 'hydrated silica', 'pentasodium triphosphate', 'flavor', 'sodium lauryl sulfate', 'titanium dioxide', 'polyacrylic acid', 'cocamidopropyl betaine', 'sodium saccharin']",,,"Parodontax Active Gum Repair Toothpaste, Gum Toothpaste, Fresh Mint - 3.4 Ounces",$5.92 
94,553289357,"[' Sodium Fluoride (0.24%). Purpose: Anticavity', '0.14% W/V Fluoride Ion. ']","[' Sorbitol', 'Water', 'Hydrated Silica', 'Peg-12', 'Cellulose Gum', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Saccharin', 'Mica', 'Titanium Dioxide', 'D&C Yellow 10', 'Fd&C Blue 1.']",Active Ingredient: Sodium Fluoride (0.24% (0.14% w/v Fluoride Ion)). Purpose: Anticavity.,"Inactive Ingredients: Sorbitol, Water, Hydrated Silica, PEG-12, Cellulose Gum, Sodium Lauryl Sulfate, Flavor, Sodium Saccharin, Mica, Titanium Dioxide, D&C Yellow No. 10, FD&C Blue No. 1.","Colgate Kids Toothpaste Pump, Maximum Cavity Protection, 4.4 ounces",$2.96 
95,573335954,[' Sodium Fluoride (0.15% w/v Fluoride Ion) (0.243 %). Purpose: Anticavity toothpaste. '],"[' Sorbitol', 'Water', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Trisodium Phosphate', 'Sodium Phosphate', 'Cellulose Gum', 'Flavor', 'Sodium Saccharin', 'Carbomer', 'Mica', 'Titanium Dioxide', 'Blue 1.']",Active ingredient: Sodium Fluoride 0.243% (0.15% w/v fluoride ion),"Inactive ingredients: Sorbitol, Water, Hydrated Silica, Sodium Lauryl Sulfate, Trisodium Phosphate, Sodium Phosphate, Cellulose Gum, Flavor, Sodium Saccharin, Carbomer, Mica, Titanium Dioxide, Blue 1&nbsp","Crest Kid's Cavity Protection Toothpaste, Sparkle Fun, 2.2 oz",$0.98 
96,556453572,"[' Sodium Fluoride (0.24% (0.15% W/V Fluoride Ion))', 'Purpose: Anticavity', '']","[' Sorbitol', 'Water', 'Hydrated Silica', 'Peg-12', 'Sodium Lauryl Sulfate', 'Flavor', 'Cellulose Gum', 'Tetrasodium Pyrophosphate', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'Methylcellulose', 'Titanium Dioxide', 'Fd&C Blue No', '1', 'Fd&C Yellow No', '5']",Active Ingredient: Sodium Fluoride (0.24% (0.15% w/v Fluoride Ion)). Purpose: Anticavity.,"Inactive Ingredients: Sorbitol, Water, Hydrated Silica, PEG-12, Sodium Lauryl Sulfate, Flavor, Cellulose Gum, Tetrasodium Pyrophosphate, Cocamidopropyl Betaine, Sodium Saccharin, Methylcellulose, Titanium Dioxide, FD&C Blue No. 1, FD&C Yellow No. 5","Colgate MaxFresh Whitening Toothpaste with Mini Breath Strips, Clean Mint, 6 Oz, 3 Ct",$5.92 
97,586286879,"[' Potassium nitrate 5% - Antihypersensitivity, Sodium fluoride 0.25% (0.15% w/v fluoride ion) - Anticavity, ']","[' water', 'sorbitol', 'hydrated silica', 'glycerin', 'cocamidopropyl betaine', 'flavor', 'xanthan gum', 'titanium dioxide', 'sodium saccharin', 'sodium hydroxide']",,water sorbitol hydrated silica glycerin cocamidopropyl betaine flavor xanthan gum titanium dioxide sodium saccharin sodium hydroxide,Sensodyne Pronamel Mineral Boost Whitening Action Enamel Toothpaste for Sensitive Teeth - 4 Ounces,$5.92 
98,238133,"['Active Ingredient - Purpose. Sodium Fluoride 0.24% (0.15% W/V Fluoride Ion) - Anticavity.Inactive Ingredients: Sorbitol', 'Water', 'Glycerin', 'Hydrated Silica', 'Peg-12', 'Sodium Lauryl Sulfate', 'Tetrasodium Pyrophosphate', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'Flavor', 'Xanthan Gum', 'Fd&C Blue No. 1', 'Fd&C Yellow No. 5.']",[],Active Ingredient: Sodium Fluoride (0.24% (0.15% w/v Fluoride Ion)). Purpose: Anticavity.,"Inactive Ingredients: Sorbitol, Water, Glycerin, Hydrated Silica, PEG-12, Sodium Lauryl Sulfate, Tetrasodium Pyrophosphate, Cocamidopropyl Betaine, Sodium Saccharin, Flavor, Xanthan Gum, FD&C Blue No. 1, FD&C Yellow No. 5","Colgate 2-in-1 Kids Toothpaste & Anticavity Mouthwash, Watermelon Burst, 4.6 ounces",$3.66 
99,586163992,[' Sodium Fluoride 0.243% (0.16% w/v Fluoride Ion) '],"[' Glycerin', 'Hydrated Silica', 'Sodium Hexametaphosphate', 'PEG-6', 'Flavor', 'Sodium Lauryl Sulfate', 'Trisodium Phosphate', 'Sodium Saccharin', 'Cocamidopropyl Betaine', 'Carrageenan', 'PVP', 'Xanthan Gum', 'Sucralose', 'Mica', 'Titanium Dioxide&nbsp']",,,"Crest 3D White Brilliance Blast Teeth Whitening Toothpaste, 3.9 oz",$6.97 
100,553596950,"[' Potassium Nitrate (5%)', 'Sodium Fluoride (0.24% (0.14% W/V Fluoride Ion)). Purpose: Antisensitivity', 'Anticavity. ']","[' Water', 'Hydrated Silica', 'Glycerin', 'Sorbitol', 'Peg-12', 'Tetrapotassium Pyrophosphate', 'Pvm/Ma Copolymer', 'Flavor', 'Sodium Lauryl Sulfate', 'Poloxamer 407', 'Sodium Hydroxide', 'Sodium Saccharin', 'Cellulose Gum', 'Xanthan Gum', 'Titanium Dioxide']","Active Ingredients: Potassium Nitrate (5%), Sodium Fluoride (0.24% (0.14% w/v Fluoride Ion)). Purpose: Antisensitivity, Anticavity.","Inactive Ingredients: Water, Hydrated Silica, Glycerin, Sorbitol, PEG-12, Tetrapotassium Pyrophosphate, PVM/MA Copolymer, Flavor, Sodium Lauryl Sulfate, Poloxamer 407, Sodium Hydroxide, Sodium Saccharin, Cellulose Gum, Xanthan Gum, Titanium Dioxide","Colgate Sensitive Toothpaste, Complete Protection, Mint - 6 ounce",$4.48 
101,556911768,[' Stannous Fluoride 0.454% (0.16% W/V Fluoride Ion) '],"[' Glycerin', 'Hydrated Silica', 'Sodium Hexametaphosphate', 'Propylene Glycol', 'Peg-6', 'Water', 'Zinc Lactate', 'Trisodium Phosphate', 'Flavor', 'Sodium Lauryl Sulfate', 'Sodium Gluconate', 'Carrageenan', 'Sodium Saccharin', 'Xanthan Gum', 'Titanium Dioxide', 'Blue 1']",Active Ingredient: Stannous Fluoride 0.454% (0.16% w/v Fluoride Ion),"Active Ingredient: Stannous Fluoride 0.454% (0.16% w/v Fluoride Ion) Inactive Ingredients: Glycerin, Hydrated Silica, Sodium Hexametaphosphate, Propylene Glycol, PEG-6, Water, Zinc Lactate, Flavor, Sodium Lauryl Sulfate, Sodium Gluconate, Sodium Saccharin, Trisodium Phosphate, Xanthan Gum, PVP, Carrageenan, Titanium Dioxide, Blue 1&nbsp","Crest Pro Health Advanced Sensitive, Enamel Shield Toothpaste, 5.1 oz",$3.92 
102,587677470,[''],[],,,"Colgate Renewal Gum Toothpaste, Enamel Fortify, Clean Mint Gel Formula, 3 oz",$6.96 
103,583292167,"['Organic Glycerin', 'Organic Aloe Barbadensis Leaf Juice', 'Hydrated Silica', 'Calcium Carbonate', 'Xanthan Gum', 'Sodium Bicarbonate (Baking Soda)', 'Potassium Cocoate', 'Organic Mentha Spicata Oil', 'Organic Mentha Arvensis (Menthol) Crystals', 'Organic Cocos Nucifera (Coconut) Flour', 'Organic Cocos Nucifera Tocopherol', 'Citric Acid', 'Organic Stevia Rebaudiana Leaf Extract']",[],,,Dr. Bronner's All-One Organic Spearmint Toothpaste 5oz,$5.02 
104,586873698,"[' Potassium nitrate 5% - Antihypersensitivity, Sodium fluoride 0.25% (0.15% w/v fluoride ion) - Anticavity, ']","[' water', 'sorbitol', 'hydrated silica', 'glycerin', 'flavor', 'cocamidopropyl betaine', 'xanthan gum', 'titanium dioxide', 'sodium saccharin']",,,"Sensodyne Pronamel Mineral Boost Enamel Toothpaste for Sensitive Teeth, Peppermint - 4 Ounces",$5.92 
105,563802646,"['Sodium Fluoride', 'Sorbitol', 'Water', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Trisodium Phosphate', 'Flavor', 'Sodium Phosphate', 'Cellulose Gum', 'Carbomer 956', 'Sodium Saccharin', 'Titanium Dioxide', 'Blue 1.']",[],Sodium Fluoride (0. 15% w/v fluoride ion).,"Water, Hydrated Silica, Sorbitol, Glycerin, Tetrapotassium Pyrophosphate, PEG-6, Disodium Pyrophosphate, Tetrasodium Pyrophosphate, Sodium Lauryl Sulfate, Flavor, Xanthan Gum, Sodium Saccharin, Carbomer 956, Titanium Dioxide, FD&C Blue 1.","Crest Cavity Protection Toothpaste, Regular, 0.85 oz",$4.39 
106,577581114,[' Sodium Fluoride 0.243% (0.16% w/v Fluoride Ion) '],"[' Glycerin', 'Hydrated Silica', 'Sodium Hexametaphosphate', 'Water', 'PEG-6', 'Flavor', 'Trisodium Phosphate', 'Sodium Lauryl Sulfate', 'Carrageenan', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'Sucralose', 'Xanthan Gum', 'Titanium Dioxide', 'Mica']",Sodium Fluoride,"Glycerin, Hydrated Silica, Sodium Hexametaphosphate, Water, PEG-6, Flavor, Trisodium Phosphate, Sodium Lauryl Sulfate, Carrageenan, Cocamidopropyl Betaine, Sodium Saccharin, Sucralose, Xanthan Gum, Titanium Dioxide, Mica","Crest 3D White, Whitening Toothpaste Glamorous White, 4.1 oz",$3.97 
107,575569336,['Sodium Fluoride 0.243% (0.15% W/V Fluoride Ion)'],[],Active Ingredient: Sodium Fluoride 0.243% (0.15% w/v Fluoride Ion),"Inactive Ingredients: Sorbitol, Water, Hydrated Silica, Sodium Lauryl Sulfate, Trisodium Phosphate, Cellulose Gum, Flavor, Sodium Phosphate, Sodium Saccharin, Carbomer, Blue 1&nbsp","Crest Cavity Protection Toothpaste Gel, Cool Mint, 5.7 oz",$1.96 
108,278157,"[' Potassium Nitrate 5%* - Antihypersensitivity. Sodium Fluoride 0.24% (0.15% W/V Fluoride Ion) - Anticavity. Maximum Fda Sensitivity Active Ingredient., ']","[' Water', 'Hydrated Silica', 'Sorbitol', 'Glycerin', 'Sodium Lauryl Sulfate', 'Flavor', 'Titanium Dioxide', 'Xanthan Gum', 'Sodium Saccharin', 'Sodium Hydroxide', 'Menthol', 'Red 30', 'Blue 1.']",,"Inactive IngredientsWater, Hydrated Silica, Sorbitol, Glycerin, Sodium Lauryl Sulfate, Flavor, Titanium Dioxide, Xanthan Gum, Sodium Saccharin, Sodium Hydroxide, Menthol, Red 30, Blue 1","Aquafresh Maximum Strength Sensitive Toothpaste for Sensitivity and Cavity Protection, Smooth Mint, 5.6 Ounces",$2.77 
109,566625996,[' Stannous Fluoride 0.454% (0.16% W/V Fluoride Ion). '],"[' Glycerin', 'Hydrated Silica', 'Sodium Hexametaphosphate', 'Propylene Glycol', 'Peg-6', 'Water', 'Zinc Lactate', 'Trisodium Phosphate', 'Flavor', 'Sodium Lauryl Sulfate', 'Sodium Gluconate', 'Carrageenan', 'Sodium Saccharin', 'Xanthan Gum', 'Blue 1.']",N/A,"Glycerin, Hydrated Silica, Sodium Hexametaphosphate, Propylene Glycol, PEG-6, Water, Zinc Lactate, Flavor, Trisodium Phosphate, Sodium Gluconate, Sodium Lauryl Sulfate, Sodium Saccharin, Carrageenan, Stannous Chloride, Xanthan Gum, Polyethylene, Titanium Dioxide, Blue 1 Lake, Blue 1","Crest Pro Health Advanced Deep Clean Mint Toothpaste, 5.1 oz",$3.92 
110,566087374,[' Sodium Fluoride (0.15% W/V Fluoride Ion) (0.243 %). Purpose: Anticavity Toothpaste. '],"[' Sorbitol', 'Water', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Trisodium Phosphate', 'Sodium Phosphate', 'Cellulose Gum', 'Flavor', 'Sodium Saccharin', 'Carbomer', 'Red 40.']",Active Ingredients: Sodium Fluoride 0.243% (0.15% w/v Fluoride Ion),"Inactive Ingredients: Sorbitol, Water, Hydrated Silica, Sodium Lauryl Sulfate, Trisodium Phosphate, Sodium Phosphate, Cellulose Gum, Flavor, Sodium Saccharin, Carbomer, Red 40&nbsp","Crest Kids Disney Junior Mickey Mouse Toothpaste, Cavity Protection, 4.2 oz",$2.50 
111,587677884,"['Water', 'Hydrated Silica', 'Sorbitol', 'Glycerin', 'PEG-12', 'Pentasodium Triphosphate', 'Tetrapotassium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Cellulose Gum', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'Xanthan Gum', 'Charcoal Powder', 'Sodium Hydroxide', 'Blue 1', 'Red 40', 'Titanium Dioxide.']",[],Sodium Fluoride 0.24% (0.15% w/v fluoride ion),"Water, Hydrated Silica, Sorbitol, Glycerin, PEG-12, Pentasodium Triphosphate, Tetrapotassium Pyrophosphate, Sodium Lauryl Sulfate, Flavor, Cellulose Gum, Cocamidopropyl Betaine, Sodium Saccharin, Xanthan Gum, Charcoal Powder, Sodium Hydroxide, Blue 1, Red 40, Titanium Dioxide.","Colgate Optic White Teeth Whitening Charcoal Toothpaste, Cool Mint - 4.2 Ounce",$4.96 
112,577581154,[' Sodium Fluoride 0.243% (0.15% W/V Fluoride Ion) '],"[' Sorbitol', 'Water', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Trisodium Phosphate', 'Flavor', 'Sodium Phosphate', 'Cellulose Gum', 'Carbomer', 'Sodium Saccharin', 'Blue 1']",Sodium Fluoride,"Sorbitol, Water, Hydrated Silica, Sodium Lauryl Sulfate, Trisodium Phosphate, Flavor, Sodium Phosphate, Cellulose Gum, Carbomer, Sodium Saccharin, Blue 1","Crest Kids Marvel's Spiderman Toothpaste Pump, Strawberry, 4.2 oz",$3.47 
113,556795078,"['Active ingredient - Purpose:Sodium Monofluorophosphate 0.76% (0.14% W/V Fluoride Ion) - Anticavity.Inactive ingredients:Sorbitol', 'Glycerin', 'Calcium Pyrophosphate', 'Water', 'Hydrated Silica', 'Xylitol', 'Silica', 'Hydroxyethylcellulose', 'Isoceteth-20', 'Cellulose Gum', 'Flavor', 'Sodium Benzoate', 'Calcium Lactate.']",[],,"Inactive IngredientsSorbitol, Glycerin, Calcium Pyrophosphate, Water, Hydrated Silica, Xylitol, Silica, Hydroxyethylcellulose, Isoceteth-20, Cellulose Gum, Flavor, Sodium Benzoate, Calcium Lactate",Biotene Gentle Formula Gentle Mint Toothpaste 4.3 Oz Box,$6.33 
114,565489067,[' Sodium Monofluorophosphate (0.14% w/v Fluoride Ion). Purpose: Anticavity. '],"[' Sorbitol', 'Glycerin', 'Calcium Pyrophosphate', 'Water', 'Hydrated Silica', 'Xylitol', 'Silica', 'Hydroxyethylcellulose', 'Isoceteth-20', 'Cellulose Gum', 'Flavor', 'Sodium Benzoate', 'Lactoperoxidase', 'Potassium Thiocyanate', 'Glucose Oxidase', 'Lysozyme', 'Lactoferrin', 'Calcium Lactate.']",,,"Biotene Fresh Mint Original Gentle Formula Fluoride Toothpaste, 4.3 Ounces",$12.11 
115,242604,"['Active Ingredients: Glycerin', 'water', 'sorbitol', 'xylitol', 'carbomer', 'hydroxyethyl cellulose', 'sodium hydroxide.']",[],,,"Biotene Oralbalance Moisturizing Gel Flavor-Free, Alcohol-Free, for Dry Mouth, 1.5 Ounce",$6.33 
116,573360446,[' Sodium Fluoride 0.24% (0.15% W/V Fluoride Ion. Purpose: Anticavity. '],"[' Water', 'Hydrated Silica', 'Sorbitol', 'Glycerin', 'Peg-12', 'Pentasodium Triphosphate', 'Tetrapotassium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Cellulose Gum', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'Xanthan Gum', 'Sodium Hydroxide', 'Titanium Dioxide.']",,,Colgate Optic White Stain Fighter Clean Mint Toothpaste - 6 ounce,$3.96 
117,571815720,['Purpose.Sodium Fluoride 0.243% (0.15% W/V Fluoride Ion)- Anticavity Toothpaste.'],"[' Sorbitol', 'Water', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Trisodium Phosphate', 'Flavor', 'Sodium Phosphate', 'Cellulose Gum', 'Carbomer', 'Sodium Saccharin', 'Blue 1.']",Active Ingredient: Sodium Fluoride 0.243% (0.15% w/v Fluoride Ion),"Inactive Ingredients: Water, Sorbitol, Hydrated Silica, Disodium Pyrophosphate, Sodium Lauryl Sulfate, Flavor, Cellulose Gum, Sodium Hydroxide, Sodium Saccharin, Carbomer, Charcoal Powder, Sucralose, Polysorbate 80, Mica, Titanium Dioxide","Crest Kid's Toothpaste Pump, Pixar Favorites, Strawberry, 4.2 oz",$12.89 
118,575569339,[''],[],Active Ingredient: Sodium Fluoride 0.243% (0.15% W/V Fluoride Ion),"Inactive Ingredients: Sorbitol, Water, Hydrated Silica, Disodium Pyrophosphate, Sodium Lauryl Sulfate, Sodium Hydroxide, Flavor, Xanthan Gum, Sodium Saccharin, Cellulose Gum, Carbomer, Blue 1&nbsp","Crest Tartar Protection Toothpaste Gel, Fresh Mint, 5.7 oz",$1.96 
119,586286878,"[' Stannous fluoride 0.454% (0.15% w/v fluoride ion) - Anticavity', 'Antigingivitis', 'Antihypersensitivity, ']","[' glycerin', 'PEG-8', 'hydrated silica', 'pentasodium triphosphate', 'flavor', 'sodium lauryl sulfate', 'titanium dioxide', 'polyacrylic acid', 'cocamidopropyl betaine', 'sodium saccharin']",,,"Sensodyne Sensitivity & Gum Sensitive Toothpaste, Clean & Fresh - 3.4 Ounces",$5.92 
120,575569338,[' Sodium Fluoride 0.243% (0.16% w/v Fluoride Ion) '],"[' Glycerin', 'Hydrated Silica', 'Water', 'Propylene Glycol', 'Sodium Bicarbonate', 'Tetrasodium Pyrophosphate', 'Sorbitol', 'PEG-12', 'Flavor', 'Sodium Hydroxide', 'Sodium Lauryl Sulfate', 'Sodium Saccharin', 'Poloxamer 407', 'Xanthan Gum', 'Cellulose Gum', 'Calcium Peroxide', 'Titanium Dioxide', 'Blue 1']",Sodium Fluoride,"Glycerin, Hydrated Silica, Water, Propylene Glycol, Sodium Bicarbonate, Tetrasodium Pyrophosphate, Sorbitol, PEG-12, Flavor, Sodium Hydroxide, Sodium Lauryl Sulfate, Sodium Saccharin, Poloxamer 407, Xanthan Gum, Cellulose Gum, Calcium Peroxide, Titanium Dioxide, Blue 1","Crest Cavity Protection Toothpaste, Whitening Baking Soda, 5.7 oz",$1.96 
121,575569338,[' Sodium Fluoride 0.243% (0.16% w/v Fluoride Ion) '],"[' Glycerin', 'Hydrated Silica', 'Water', 'Propylene Glycol', 'Sodium Bicarbonate', 'Tetrasodium Pyrophosphate', 'Sorbitol', 'PEG-12', 'Flavor', 'Sodium Hydroxide', 'Sodium Lauryl Sulfate', 'Sodium Saccharin', 'Poloxamer 407', 'Xanthan Gum', 'Cellulose Gum', 'Calcium Peroxide', 'Titanium Dioxide', 'Blue 1']",Sodium Fluoride,"Glycerin, Hydrated Silica, Water, Propylene Glycol, Sodium Bicarbonate, Tetrasodium Pyrophosphate, Sorbitol, PEG-12, Flavor, Sodium Hydroxide, Sodium Lauryl Sulfate, Sodium Saccharin, Poloxamer 407, Xanthan Gum, Cellulose Gum, Calcium Peroxide, Titanium Dioxide, Blue 1","Crest Cavity Protection Toothpaste, Whitening Baking Soda, 2.4 oz",$1.96 
122,577581117,"['Glycerin', 'Water', 'Xylitol', 'Propylene Glycol', 'Carbomer', 'Sodium Benzoate', 'Sodium Hydroxide', 'Flavor']",[],N/A,"Glycerin, Water, Xylitol, Propylene Glycol, Carbomer, Sodium Benzoate, Sodium Hydroxide, Flavor&nbsp","Crest Training Toothpaste, Fluoride Free, Mild Strawberry Gel, 1.6 oz",$2.97 
123,565164259,[' Sodium Monofluorophosphate (0.76% (0.14% W/V Fluoride Ion). Purpose: Anticavity. '],"[' Glycerin', 'Hydrated Silica', 'Water', 'Sodium Bicarbonate', 'Peg-12', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Hydroxide', 'Cellulose Gum', 'Carrageenan', 'Sodium Saccharin', 'Fd&C Blue 1', 'D&C Yellow 10.']",Active Ingredient: Sodium Monofluorophosphate (0.76% (0.14% w/v Fluoride Ion)). Purpose: Anticavity.,"Inactive Ingredients: Glycerin, Hydrated Silica, Water, Sodium Bicarbonate, PEG-12, Sodium Lauryl Sulfate, Flavor, Sodium Hydroxide, Cellulose Gum, Carrageenan, Sodium Saccharin, FD&C Blue No. 1, D&C Yellow No. 10.","Colgate Sparkling White Whitening Toothpaste, Mint Zing - 6.0 Ounce",$1.67 
124,566628568,[' Stannous Fluoride 0.454% (0.16% W/V Fluoride Ion). '],"[' Glycerin', 'Hydrated Silica', 'Sodium Hexametaphosphate', 'Propylene Glycol', 'Peg-6', 'Water', 'Zinc Lactate', 'Trisodium Phosphate', 'Flavor', 'Sodium Lauryl Sulfate', 'Sodium Gluconate', 'Carrageenan', 'Sodium Saccharin', 'Xanthan Gum', 'Blue 1.']",N/A,"Glycerin, Hydrated Silica, Sodium Hexametaphosphate, Propylene Glycol, PEG-6, Water, Zinc Lactate, Flavor, Trisodium Phosphate, Sodium Gluconate, Sodium Lauryl Sulfate, Sodium Saccharin, Carrageenan, Stannous Chloride, Xanthan Gum, Polyethylene, Titanium Dioxide, Blue 1 Lake, Blue 1","Crest Pro Health Advanced Deep Clean Toothpaste, Mint, 3.5 oz",$2.97 
125,586295493,[' Sodium Fluoride (0.243%) (0.15% w/v Fluoride Ion). Purpose: Anticavity Toothpaste. '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'Disodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Cellulose Gum', 'Sodium Hydroxide', 'Sodium Saccharin', 'Carbomer', 'Charcoal Powder', 'Sucralose', 'Polysorbate 80', 'Mica', 'Titanium Dioxide.']",,,"Crest 3D White, Charcoal Whitening Toothpaste, 4.1 oz, Pack of 2",$6.97 
126,556379697,"[' Potassium Nitrate 5%** - Antihypersensitivity', 'Sodium Fluoride 0.25% (0.16% W/V Fluoride Ion) - Anticavity, ']","[' Water', 'Hydrated Silica', 'Sorbitol', 'Glycerin', 'Pentasodium Triphosphate', 'Peg-8', 'Sodium Lauryl Sulfate', 'Flavor', 'Xanthan Gum', 'Sodium Hydroxide', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'Blue 1.']",NA,"Inactive IngredientsWater, Hydrated Silica, Sorbitol, Glycerin, Pentasodium Triphosphate, PEG-8, Sodium Lauryl Sulfate, Flavor, Xanthan Gum, Sodium Hydroxide, Cocamidopropyl Betaine, Sodium Saccharine, Blue 1",Sensodyne Deep Clean Sensitive Toothpaste - 4 Ounces,$5.72 
127,556379697,"[' Potassium Nitrate 5%** - Antihypersensitivity', 'Sodium Fluoride 0.25% (0.16% W/V Fluoride Ion) - Anticavity, ']","[' Water', 'Hydrated Silica', 'Sorbitol', 'Glycerin', 'Pentasodium Triphosphate', 'Peg-8', 'Sodium Lauryl Sulfate', 'Flavor', 'Xanthan Gum', 'Sodium Hydroxide', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'Blue 1.']",NA,"Inactive IngredientsWater, Hydrated Silica, Sorbitol, Glycerin, Pentasodium Triphosphate, PEG-8, Sodium Lauryl Sulfate, Flavor, Xanthan Gum, Sodium Hydroxide, Cocamidopropyl Betaine, Sodium Saccharine, Blue 1",Sensodyne Deep Clean Sensitive Toothpaste - 4 Ounces,$5.72 
